#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-09-13T21:38:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5b9ad8a317a66
#INFO	-out.max=unlimited
#INFO	queryParameters=33
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/141/166&tab:{J/AJ/141/166/vars}&key:source=J/AJ/141/166/vars&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/141/166/vars
#-order=I
#-out=HAT
#-out=n_HAT
#-out=pmRA
#-out=pmDE
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=Vmag
#-out=r_Vmag
#-out=Pe
#-out=dR.e1
#-out=dR.e2
#-out=Qe
#-out=Pt
#-out=dR.t1
#-out=dR.t2
#-out=Qt
#-out=N
#-out=2M
#2M=2M
#-out=Simbad
#Simbad=Simbad
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_51410166
#Name: J/AJ/141/166
#Title: HATNet variability survey of K and M dwarfs (Hartman+, 2011)
#Table	J_AJ_141_166_vars:
#Name: J/AJ/141/166/vars
#Title: Catalog of periodic variables (table6)
#Column	HAT	(A11)	HAT designation (FFF-NNNNNNN)	[ucd=meta.id,meta.main]
#Column	n_HAT	(A1)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	pmRA	(F8.2)	PPMX Proper motion in Right Ascension	[ucd=pos.pm,pos.eq.ra]
#Column	pmDE	(F8.2)	PPMX Proper motion in Declination	[ucd=pos.pm,pos.eq.dec]
#Column	Jmag	(F7.3)	2MASS J apparent magnitude	[ucd=phot.mag,em.IR.J]
#Column	Hmag	(F7.3)	2MASS H apparent magnitude	[ucd=phot.mag,em.IR.H]
#Column	Kmag	(F7.3)	2MASS Ks apparent magnitude	[ucd=phot.mag,em.IR.K]
#Column	Vmag	(F7.3)	Magnitude (apparent) in V filter	[ucd=phot.mag,em.opt.V]
#Column	r_Vmag	(I1)	[0/2] Source for Vmag (G1)	[ucd=meta.ref,pos.frame]
#Column	Pe	(F10.6)	? Period from AH applied to the EPD light curves (1)	[ucd=time.period]
#Column	dR.e1	(F6.3)	? R Amplitude of EPD lc phased at Pe (2)	[ucd=phot.mag,em.opt.R]
#Column	dR.e2	(F6.3)	? R Amplitude of TFA lc phased at Pe (2)	[ucd=phot.mag,em.opt.R]
#Column	Qe	(I1)	[0/2] Quality flag for AH/EPD (3)	[ucd=meta.code.qual]
#Column	Pt	(F10.6)	? Period from AH applied to the TFA light curves (1)	[ucd=time.period]
#Column	dR.t1	(F6.3)	? R Amplitude of EPD lc phased at Pt (2)	[ucd=phot.mag,em.opt.R]
#Column	dR.t2	(F6.3)	? R Amplitude of TFA lc phased at Pt (2)	[ucd=phot.mag,em.opt.R]
#Column	Qt	(I1)	[0/2] Quality flag for AH/TFA, 0=ok (3)	[ucd=meta.code.qual]
#Column	N	(I2)	Number of other 2MASS sources within 30" of the source	[ucd=meta.number]
#Column	2M	(A2)	Display details of the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	RAJ2000	(A11)	2MASS Right Ascension J2000	[ucd=pos.eq.ra,meta.main]
#Column	DEJ2000	(A11)	2MASS Declination J2000	[ucd=pos.eq.dec,meta.main]
# , ,mas/yr,mas/yr,mag,mag,mag,mag, ,d,mag,mag, ,d,mag,mag, , , , ,"h:m:s","d:m:s"
#-----------,-,--------,--------,-------,-------,-------,-------,-,----------,------,------,-,----------,------,------,-,--,--,------,-----------,-----------
HAT,n_HAT,pmRA,pmDE,Jmag,Hmag,Kmag,Vmag,r_Vmag,Pe,dR.e1,dR.e2,Qe,Pt,dR.t1,dR.t2,Qt,N,2M,Simbad,RAJ2000,DEJ2000
216-0010016, ,  -17.76,  -47.86, 11.349, 10.759, 10.570, 14.005,1,  0.451113, 0.044, 0.035,0,  0.451052, 0.042, 0.035,0, 5,2M,Simbad,04 38 45.62,+32 47 03.5
216-0010666, ,   27.09,  -32.42, 11.324, 10.686, 10.466, 14.848,1,  0.175258, 0.073, 0.070,0,  0.175259, 0.073, 0.070,0, 4,2M,Simbad,04 43 54.88,+31 44 45.8
216-0011036, ,  112.08,  -54.04, 11.419, 10.790, 10.602, 14.315,1, 33.439895, 0.022, 0.016,1, 33.175240, 0.023, 0.016,1, 1,2M,Simbad,04 37 59.06,+31 30 32.1
216-0011151, ,   24.34,  -32.01, 11.515, 10.934, 10.767, 14.128,1,          ,      ,      ,2, 11.086363, 0.032, 0.026,0, 4,2M,Simbad,04 54 26.79,+31 09 13.7
216-0011970,X,   20.91,  -33.68, 11.558, 10.904, 10.763, 14.158,1,  3.310778, 0.050, 0.035,0,  3.314050, 0.055, 0.040,0, 1,2M,Simbad,04 45 41.63,+32 49 26.1
216-0012523, ,  -14.04,  -33.79, 11.569, 10.937, 10.747, 14.455,1,          ,      ,      ,2, 15.767315, 0.026, 0.011,0, 3,2M,Simbad,04 40 03.46,+33 07 00.5
216-0013482, ,   68.82,  -47.96, 11.581, 10.863, 10.684, 14.435,1,  8.781315, 0.032, 0.018,0,  8.767539, 0.032, 0.018,0, 3,2M,Simbad,04 37 53.76,+27 09 44.1
216-0013626, ,   27.82,  -18.89, 11.738, 11.113, 10.962, 14.294,1, 10.290306, 0.053, 0.031,0, 10.309287, 0.053, 0.032,0, 3,2M,Simbad,04 52 07.10,+30 07 52.9
216-0013809, ,  -23.61,  -35.70, 11.571, 10.848, 10.644, 14.265,1,  1.378263, 0.148, 0.136,0,  1.378377, 0.148, 0.136,0, 3,2M,Simbad,04 38 59.60,+27 38 44.3
216-0014656, ,  -31.88,  -36.46, 11.813, 11.253, 11.044, 14.613,1,  0.157947, 0.070, 0.065,0,  0.157959, 0.070, 0.065,0, 1,2M,Simbad,04 38 39.97,+32 58 02.0
216-0015502, ,   80.49,   -2.90, 11.895, 11.307, 11.127, 14.026,1,          ,      ,      ,2,  0.869601, 0.064, 0.050,0, 3,2M,Simbad,04 42 52.42,+26 34 06.2
216-0015672, ,  -23.29,  -25.26, 11.808, 11.119, 10.945, 14.693,1,  0.514607, 0.015, 0.012,0,  0.514655, 0.015, 0.012,0, 3,2M,Simbad,04 36 01.98,+30 31 57.8
216-0016815, ,   23.27,  -19.64, 11.967, 11.342, 11.172, 13.899,1,          ,      ,      ,2,  2.678281, 0.023, 0.019,0, 3,2M,Simbad,04 32 41.49,+32 02 53.4
216-0017823, ,   14.86,  -26.18, 11.962, 11.281, 11.099, 14.425,1, 13.627265, 0.029, 0.020,0, 13.506516, 0.034, 0.021,0, 2,2M,Simbad,04 33 46.10,+32 19 50.9
216-0018071, ,  -45.71,  -59.59, 13.577, 12.967, 12.812, 14.636,1,  0.201639, 0.070, 0.055,0,  0.201622, 0.069, 0.055,0, 4,2M,Simbad,05 02 34.77,+26 35 54.2
216-0019970, ,  -12.93,  -29.84, 12.155, 11.575, 11.353, 14.777,1, 10.991882, 0.085, 0.066,0, 11.006313, 0.063, 0.058,0, 3,2M,Simbad,04 39 56.88,+29 38 21.3
216-0020245, ,  -28.60,  -26.45, 12.175, 11.559, 11.366, 14.990,1,          ,      ,      ,2,  1.314718, 0.048, 0.030,0, 4,2M,Simbad,04 44 36.43,+26 47 34.7
216-0020476, ,   26.01,  -20.46, 12.083, 11.380, 11.179, 14.442,1,  6.513000, 0.056, 0.050,0,  6.502896, 0.059, 0.054,0, 7,2M,Simbad,04 39 12.26,+32 13 28.6
216-0021840, ,   87.52,  105.14, 12.285, 11.612, 11.470, 13.857,1,  5.237422, 0.022, 0.019,0,          ,      ,      ,2, 4,2M,Simbad,04 41 33.95,+27 17 05.2
216-0022275, ,   -7.07,   64.06, 12.252, 11.630, 11.412, 13.632,1,  4.983678, 0.082, 0.069,0,  4.991095, 0.093, 0.068,0, 4,2M,Simbad,05 03 12.04,+32 19 07.5
216-0038902, ,   55.03,  132.48, 12.924, 12.218, 12.040, 14.370,1,  3.832129, 0.166, 0.142,0,  3.827755, 0.163, 0.138,0, 1,2M,Simbad,04 42 05.87,+28 06 43.9
216-0535303, ,   -0.82,  -40.66, 11.180, 10.491, 10.285, 14.488,1,  5.402810, 0.096, 0.067,0,  5.404551, 0.091, 0.071,0, 2,2M,Simbad,05 03 54.34,+31 43 35.3
217-0004694, ,   14.83,  -70.32,  9.906,  9.211,  9.054, 12.666,1,  5.808992, 0.052, 0.045,0,  5.800953, 0.052, 0.043,0, 1,2M,Simbad,05 09 25.97,+27 03 41.8
217-0005943,X,   23.23,  -28.72, 10.207,  9.604,  9.411, 12.727,1,          ,      ,      ,2,  6.751657, 0.020, 0.015,0, 3,2M,Simbad,05 07 59.70,+28 53 52.2
217-0009317, ,   78.17,    2.27, 10.684, 10.073,  9.864, 13.788,1, 41.770476, 0.019, 0.011,1,          ,      ,      ,2, 1,2M,Simbad,05 08 10.67,+30 44 30.3
217-0009345,X,   17.19,  -25.84, 10.633,  9.956,  9.758, 13.598,1,  8.090644, 0.061, 0.045,0,  8.067287, 0.051, 0.040,0, 5,2M,Simbad,05 11 26.19,+26 58 46.1
217-0015797, ,   16.63,   37.47, 11.320, 10.658, 10.503, 14.177,1,  4.776404, 0.082, 0.078,0,  4.770967, 0.080, 0.073,0, 1,2M,Simbad,05 07 38.06,+29 41 51.0
217-0017222, ,   28.31,  -75.38, 11.335, 10.610, 10.444, 14.265,1,  0.711394, 0.033, 0.031,0,  0.711605, 0.032, 0.031,0, 5,2M,Simbad,05 10 48.13,+31 31 26.5
217-0020570, ,    7.75,  -42.47, 11.532, 10.819, 10.638, 14.279,1,  8.241766, 0.063, 0.040,0,  8.241766, 0.063, 0.040,0, 1,2M,Simbad,05 04 58.24,+31 29 36.2
217-0041491, ,  -33.87,   63.22, 12.540, 11.918, 11.781, 14.100,1,  3.658223, 0.064, 0.051,0,  0.783862, 0.045, 0.031,0, 1,2M,Simbad,05 10 28.74,+32 00 41.0
217-0042879, ,   30.93,    0.17, 12.558, 12.007, 11.802, 14.628,1,  2.492732, 0.035, 0.260,0,  2.493103, 0.035, 0.263,0, 3,2M,Simbad,05 09 15.63,+27 30 43.4
218-0002255, ,   85.52, -416.31,  8.992,  8.316,  8.159, 12.278,1, 45.496537,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,06 07 11.79,+33 32 37.3
219-0016291, ,   60.72,   19.28, 11.314, 10.566, 10.437, 13.440,1, 35.126211,      ,      ,0, 37.114294,      ,      ,0, 4,2M,Simbad,06 11 04.35,+33 34 14.6
220-0001049, ,  -29.23, -112.04,  8.660,  8.027,  7.898, 11.077,0,          ,      ,      ,2, 12.622139,      ,      ,0, 0,2M,Simbad,06 58 58.56,+28 42 59.0
220-0001168, ,   20.47, -117.51,  8.654,  7.994,  7.801, 11.619,1,          ,      ,      ,2, 24.196807,      ,      ,0, 0,2M,Simbad,06 50 09.62,+32 42 22.2
220-0001181,X,  -33.68, -116.44,  8.642,  7.995,  7.776, 17.760,1,          ,      ,      ,2,  1.606306,      ,      ,0, 2,2M,Simbad,06 58 46.90,+28 43 00.5
220-0001764,X,   -3.21, -116.16,  9.142,  8.476,  8.319, 11.829,1,  3.052063,      ,      ,0,  3.053434,      ,      ,0, 4,2M,Simbad,06 51 48.32,+27 12 06.7
220-0008134,X,  -12.75,  -32.70, 10.909, 10.295, 10.104, 13.041,1,  0.280345,      ,      ,0,  0.280353,      ,      ,0, 1,2M,Simbad,06 49 56.03,+32 21 43.5
220-0008608, ,  -29.12,  -43.72, 10.926, 10.277, 10.078, 14.068,1,          ,      ,      ,2,  0.574300,      ,      ,0, 5,2M,Simbad,07 03 37.86,+27 30 21.4
220-0009273, ,  -47.96,  -67.52, 11.106, 10.558, 10.345, 13.833,1,          ,      ,      ,2,  1.518516,      ,      ,0, 1,2M,Simbad,06 57 54.60,+33 27 44.9
220-0015412, ,   26.33,  -70.97, 11.761, 11.138, 10.989, 12.488,1, 13.517175,      ,      ,0, 13.437031,      ,      ,0, 4,2M,Simbad,06 49 55.25,+33 00 53.7
220-0026523, ,  -20.23,  -35.53, 12.386, 11.729, 11.542, 14.019,1,          ,      ,      ,2,  0.311198,      ,      ,0, 0,2M,Simbad,07 10 37.29,+33 00 31.0
221-0001202, ,  -22.62,  -93.39,  9.167,  8.531,  8.429, 11.509,0,          ,      ,      ,2, 13.913837,      ,      ,0, 0,2M,Simbad,07 19 48.76,+29 55 38.6
221-0001258,X, -115.52,   34.76,  9.073,  8.398,  8.228, 12.710,1,          ,      ,      ,2, 15.097133,      ,      ,0, 1,2M,Simbad,07 24 56.78,+30 54 36.8
221-0005663, ,  -79.90,  -79.99, 10.788, 10.167,  9.920, 14.323,1,          ,      ,      ,2, 25.899745,      ,      ,0, 1,2M,Simbad,07 37 56.39,+28 13 50.1
221-0007331,X,  -26.01,   16.45, 11.150, 10.669, 10.329, 14.308,1,          ,      ,      ,2,  0.842366,      ,      ,0, 0,2M,Simbad,07 17 35.25,+31 01 33.1
221-0007464, ,  -13.90,  -82.75, 11.256, 10.638, 10.453, 14.322,1,  2.527280, 0.019, 0.016,0,  2.537416, 0.016, 0.014,0, 0,2M,Simbad,07 17 58.50,+27 21 19.7
221-0007949, ,  -49.92,  -15.45, 11.398, 10.786, 10.636, 13.725,1,          ,      ,      ,2,  0.812461, 0.083, 0.064,0, 1,2M,Simbad,07 40 33.26,+27 05 52.3
221-0008694, ,   25.30,  -36.26, 11.471, 10.857, 10.673, 14.031,1,          ,      ,      ,2,  2.542772,      ,      ,0, 1,2M,Simbad,07 32 37.85,+28 51 08.0
221-0009425, ,   75.68,  -86.38, 11.556, 10.890, 10.729, 14.287,1,          ,      ,      ,2,  2.259466,      ,      ,0, 1,2M,Simbad,07 38 36.91,+32 12 20.9
221-0009541, ,   18.22,  -77.90, 11.623, 10.975, 10.835, 13.961,1,          ,      ,      ,2,  1.550516,      ,      ,0, 2,2M,Simbad,07 43 46.18,+29 02 32.4
221-0011946, ,  136.85, -125.62, 11.904, 11.316, 11.109, 14.849,1,          ,      ,      ,2, 27.745130,      ,      ,1, 0,2M,Simbad,07 18 39.43,+30 14 48.3
221-0012598, ,  -43.35,  -57.79, 11.829, 11.101, 10.900, 14.702,1,          ,      ,      ,2,  2.489678, 0.021, 0.017,0, 2,2M,Simbad,07 31 22.41,+27 14 57.8
221-0016172, ,   -8.44,   34.06, 12.354, 11.717, 11.581, 14.545,1,          ,      ,      ,2, 28.501413,      ,      ,1, 1,2M,Simbad,07 12 04.50,+32 58 54.7
222-0000171,X,  -42.91, -193.26,  7.206,  6.580,  6.386,  9.900,0,  3.370131,      ,      ,0,  3.370762,      ,      ,0, 1,2M,Simbad,08 08 56.39,+32 49 11.8
222-0001305, , -269.92, -208.65,  9.407,  8.792,  8.569, 12.841,1, 44.819169,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,08 04 53.92,+27 05 09.4
222-0001354, ,   -6.39,  -78.91,  9.527,  8.897,  8.742, 11.980,0,          ,      ,      ,2, 11.938327,      ,      ,0, 0,2M,Simbad,07 58 46.29,+30 23 53.7
222-0001471, ,  -57.52,   22.52,  9.533,  8.946,  8.694, 13.130,1,  1.021591,      ,      ,0,  1.021120,      ,      ,1, 0,2M,Simbad,07 47 16.93,+29 57 36.8
222-0002311, , -152.90, -198.27, 10.038,  9.437,  9.168, 13.493,1, 30.820628,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,08 04 02.93,+28 56 39.9
222-0003652, ,  -48.73,  -74.79, 10.602,  9.923,  9.673, 13.410,2,          ,      ,      ,2,  2.219592,      ,      ,0, 0,2M,Simbad,08 00 39.92,+31 15 01.8
222-0003706, ,  -50.16,  -16.32, 10.789, 10.182,  9.994, 13.117,1,          ,      ,      ,2,  3.292627,      ,      ,0, 1,2M,Simbad,07 59 56.12,+32 04 41.3
222-0003712, ,  -39.29,   -6.09, 10.693, 10.049,  9.822, 13.738,1,          ,      ,      ,2,  0.788031,      ,      ,0, 1,2M,Simbad,07 47 55.38,+30 38 00.9
222-0004324, ,   28.67,  -22.64, 10.937, 10.370, 10.118, 14.590,1,  4.830890,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,08 13 04.40,+26 16 44.1
222-0004402, ,   12.43,  -30.52, 10.882, 10.113,  9.954, 13.479,1,          ,      ,      ,2, 16.972172,      ,      ,0, 0,2M,Simbad,08 06 33.96,+27 53 22.0
222-0005235, ,   -1.43,  -73.10, 11.147, 10.464, 10.274, 13.943,1,          ,      ,      ,2,  1.636845,      ,      ,0, 0,2M,Simbad,07 50 10.22,+30 02 08.2
222-0005802, ,  -17.27,  -36.85, 11.326, 10.700, 10.492, 13.962,1,  7.851983,      ,      ,0,  7.702951,      ,      ,0, 1,2M,Simbad,08 15 25.68,+27 20 51.4
222-0006051, ,   35.60, -148.41, 11.425, 10.823, 10.626, 14.318,1,          ,      ,      ,2,  0.717816,      ,      ,0, 0,2M,Simbad,08 04 05.40,+28 44 34.4
222-0008521, ,   32.16,  -13.39, 11.782, 11.139, 10.910, 14.899,1,  2.170953,      ,      ,0,  2.170517,      ,      ,0, 1,2M,Simbad,08 11 53.73,+32 12 03.6
222-0010112, ,    1.85,  -80.91, 12.062, 11.351, 11.205, 15.228,1,          ,      ,      ,2,  4.771952,      ,      ,0, 0,2M,Simbad,08 06 57.37,+30 41 55.8
222-0014205, ,  -13.85,  -55.86, 12.599, 11.949, 11.815, 14.846,1,          ,      ,      ,2,  8.883178,      ,      ,0, 1,2M,Simbad,07 50 26.05,+29 36 01.1
222-0085560, ,  -25.53,  -31.22, 10.697, 10.049,  9.853, 13.465,1,          ,      ,      ,2,  0.545062,      ,      ,0, 1,2M,Simbad,08 06 20.36,+29 20 45.5
223-0000317, ,  -81.00,  222.30,  7.943,  7.322,  7.090, 11.058,1,  0.969481,      ,      ,0,  0.969725,      ,      ,0, 2,2M,Simbad,08 17 51.30,+31 07 45.6
223-0003490, ,  -37.87,   12.04, 10.994, 10.367, 10.174, 13.385,1, 53.905364,      ,      ,0, 54.175883,      ,      ,0, 1,2M,Simbad,08 17 17.77,+30 11 59.1
224-0003217, ,  -46.78,  -40.59, 11.241, 10.597, 10.453, 13.476,1, 14.157989, 0.024, 0.014,0, 14.169881, 0.024, 0.014,0, 1,2M,Simbad,09 06 16.75,+32 54 11.0
224-0007012, ,  -34.91,  -23.28, 12.181, 11.504, 11.312, 14.588,1, 17.898006, 0.097, 0.044,0, 17.766070, 0.088, 0.044,0, 2,2M,Simbad,08 48 30.89,+33 23 18.4
224-0007605, ,   40.53,    1.28, 12.424, 11.799, 11.657, 13.169,1,  7.645545, 0.165, 0.127,0,  3.831106, 0.109, 0.104,0, 1,2M,Simbad,08 57 01.91,+32 09 10.7
225-0000739, ,  -73.80,  -65.32,  9.288,  8.625,  8.386, 12.479,1,          ,      ,      ,2, 21.978452, 0.007, 0.004,0, 1,2M,Simbad,09 29 01.17,+33 19 28.7
225-0001868, ,   40.51,   -2.20, 10.569,  9.960,  9.716, 14.406,1, 68.136753, 0.013, 0.004,1,          ,      ,      ,2, 0,2M,Simbad,09 24 42.35,+33 14 28.6
225-0002277, ,   23.44,  -27.82, 10.874, 10.272, 10.054, 14.417,1,  8.596077, 0.020, 0.014,0,  8.600459, 0.021, 0.014,0, 0,2M,Simbad,09 23 40.34,+32 19 45.4
228-0000237,X, -181.82,  128.33,  8.297,  7.758,  7.497, 12.378,0,  7.779858,      ,      ,0,  7.770258,      ,      ,0, 1,2M,Simbad,11 11 51.76,+33 32 11.2
228-0000599, ,  -73.88,   40.21,  9.585,  8.937,  8.771, 12.027,0,          ,      ,      ,2, 29.610905,      ,      ,0, 1,2M,Simbad,11 24 23.96,+33 40 16.1
228-0000847, , -194.40,  -20.90,  9.982,  9.306,  9.111, 13.157,0, 19.371202,      ,      ,0, 19.039310,      ,      ,0, 1,2M,Simbad,11 15 39.89,+33 44 19.3
229-0000955, , -108.44,   -6.17, 10.189,  9.617,  9.365, 13.676,1, 11.387331,      ,      ,0, 11.387331,      ,      ,0, 0,2M,Simbad,11 58 51.40,+32 23 30.6
229-0001515, ,   18.02, -101.23, 10.684,  9.986,  9.768, 14.323,1,          ,      ,      ,2,  1.846948,      ,      ,0, 1,2M,Simbad,11 59 01.83,+33 25 14.1
229-0001538, , -403.71,   65.35, 10.753, 10.151,  9.890, 14.556,1,          ,      ,      ,2, 64.342442,      ,      ,1, 0,2M,Simbad,11 59 16.99,+32 48 48.4
230-0002663, ,  -98.45,  -23.17, 11.569, 10.944, 10.737, 14.309,1, 20.450084,      ,      ,0, 20.632535,      ,      ,0, 0,2M,Simbad,12 17 38.35,+32 27 33.8
230-0002736, ,  -92.30,   -9.32, 11.534, 10.816, 10.628, 14.545,1,  1.408451,      ,      ,0,  1.408451,      ,      ,0, 1,2M,Simbad,12 10 32.73,+33 16 13.4
230-0002862, ,  -27.24,   35.99, 11.671, 11.043, 10.838, 14.536,1,  4.138507,      ,      ,0,  4.138507,      ,      ,0, 1,2M,Simbad,12 19 05.23,+32 35 30.5
230-0003016, ,  -93.50,  -31.61, 11.718, 11.106, 10.873, 15.304,1,  4.136392,      ,      ,0,  4.127954,      ,      ,0, 0,2M,Simbad,12 22 56.74,+33 12 50.2
230-0003413, ,    5.14,  -59.69, 12.017, 11.410, 11.259, 14.201,1,          ,      ,      ,2, 94.340002,      ,      ,1, 0,2M,Simbad,12 27 40.81,+33 40 18.9
230-0003832, ,  -73.56,    4.89, 12.061, 11.417, 11.210, 15.043,1,  2.192153,      ,      ,0,  2.194530,      ,      ,0, 1,2M,Simbad,12 01 37.86,+32 24 18.9
230-0006654, ,   30.11, -100.53, 12.960, 12.294, 12.132, 15.092,1,          ,      ,      ,2, 94.340002,      ,      ,1, 1,2M,Simbad,12 10 33.42,+32 56 04.2
231-0003219, ,  -49.03,   26.06, 11.900, 11.291, 11.108, 14.739,1,  3.727763,      ,      ,0,  3.727763,      ,      ,0, 0,2M,Simbad,12 37 29.94,+33 04 54.1
233-0000486, ,   59.52, -353.12,  9.237,  8.583,  8.393, 12.383,1, 19.829911,      ,      ,0, 19.478353,      ,      ,0, 1,2M,Simbad,13 43 41.83,+33 21 20.0
233-0004957,x,  -29.64,   16.72, 12.371, 11.701, 11.569, 14.672,1, 59.450488,      ,      ,1, 61.188730,      ,      ,0, 2,2M,Simbad,13 44 25.61,+33 30 16.9
234-0002021, ,  -45.90,   -7.81, 11.042, 10.392, 10.225, 13.750,1,          ,      ,      ,2,  0.837110,      ,      ,0, 1,2M,Simbad,14 14 40.13,+33 18 37.5
235-0000256,X, -114.75,  -47.20,  8.299,  7.681,  7.506, 11.063,0,          ,      ,      ,2, 13.914725,      ,      ,0, 1,2M,Simbad,15 10 39.11,+33 41 21.8
235-0000553, ,  -72.23,   49.67,  9.317,  8.678,  8.530, 11.806,1,          ,      ,      ,2, 14.102429,      ,      ,0, 0,2M,Simbad,15 11 25.82,+29 54 46.0
235-0002347, , -143.73,  102.43, 11.090, 10.514, 10.266, 14.911,1,          ,      ,      ,2,  3.317278,      ,      ,0, 0,2M,Simbad,14 47 33.93,+33 29 39.1
235-0006347, ,  -59.50,   40.19, 12.608, 11.981, 11.847, 14.867,2,          ,      ,      ,2, 60.022582,      ,      ,1, 2,2M,Simbad,15 08 45.26,+33 33 15.4
236-0000646, , -412.48,  163.14,  9.222,  8.589,  8.367, 12.618,0,          ,      ,      ,2, 50.213446,      ,      ,1, 0,2M,Simbad,15 22 39.47,+28 16 34.8
236-0000815, ,   71.76,  -73.89,  9.610,  9.017,  8.815, 12.403,1,          ,      ,      ,2, 23.912197,      ,      ,1, 0,2M,Simbad,15 20 41.61,+26 37 55.2
236-0000876, ,  -11.99, -103.44,  9.758,  9.134,  8.999, 12.033,0,          ,      ,      ,2, 20.607482,      ,      ,0, 0,2M,Simbad,15 27 13.88,+31 57 22.2
236-0001735, , -165.11,   25.26, 10.521,  9.874,  9.661, 14.077,0,          ,      ,      ,2, 49.563168,      ,      ,1, 0,2M,Simbad,15 21 40.28,+29 38 37.5
236-0002009, ,  -76.14,   37.96, 10.827, 10.196, 10.040, 13.683,1,          ,      ,      ,2,  2.201577,      ,      ,0, 0,2M,Simbad,15 31 58.98,+32 48 25.9
236-0002062, ,  -32.72,  -55.91, 10.765, 10.148,  9.921, 14.250,1,          ,      ,      ,2,  3.824441,      ,      ,0, 0,2M,Simbad,15 13 36.39,+30 52 57.9
236-0002388, ,  -50.87,  -49.28, 10.921, 10.302, 10.058, 14.370,1,          ,      ,      ,2, 36.201726,      ,      ,1, 0,2M,Simbad,15 24 21.65,+28 52 09.6
236-0003029, ,  -65.55,   20.19, 11.257, 10.611, 10.388, 15.011,1,          ,      ,      ,2, 20.669747,      ,      ,0, 1,2M,Simbad,15 32 00.34,+33 24 59.3
236-0003682, ,  -29.17,    9.21, 11.562, 10.923, 10.719, 14.802,1,          ,      ,      ,2,  0.872151,      ,      ,0, 0,2M,Simbad,15 19 03.72,+30 44 09.0
236-0003816, , -107.50,   36.96, 11.561, 10.871, 10.671, 14.218,2,          ,      ,      ,2,  4.884266,      ,      ,0, 2,2M,Simbad,15 39 34.16,+33 20 49.5
236-0003949, ,    0.69,  -33.24, 11.721, 11.079, 10.917, 14.453,1,          ,      ,      ,2, 28.550086,      ,      ,1, 0,2M,Simbad,15 34 39.21,+28 29 23.6
236-0006027, ,  -47.41,   -0.16, 12.311, 11.650, 11.503, 15.234,1,          ,      ,      ,2,  1.766488,      ,      ,0, 0,2M,Simbad,15 27 17.26,+27 46 23.7
236-0012581, ,  -73.60,   81.50, 10.589,  9.936,  9.717, 14.395,1,          ,      ,      ,2,  1.735332,      ,      ,0, 0,2M,Simbad,15 39 11.84,+33 14 27.0
237-0001884, ,   45.34,   17.90, 10.382,  9.729,  9.513, 13.649,1,          ,      ,      ,2,  0.869443,      ,      ,0, 1,2M,Simbad,15 45 24.63,+32 28 00.2
237-0003041, ,   -0.84,  -54.32, 11.054, 10.409, 10.212, 14.178,1,          ,      ,      ,2,  4.997105,      ,      ,1, 0,2M,Simbad,15 48 56.93,+33 36 01.1
238-0001067, ,  -69.16, -116.69,  9.504,  8.852,  8.649, 12.581,1, 38.304497,      ,      ,0, 36.089631,      ,      ,0, 0,2M,Simbad,16 45 54.46,+33 21 24.6
238-0002702, ,  -64.36,   -8.15, 10.713, 10.115,  9.902, 14.081,1,          ,      ,      ,2, 10.986129,      ,      ,0, 0,2M,Simbad,16 37 15.19,+33 31 42.7
238-0004171,X,  -65.71,  -31.05, 11.224, 10.568, 10.359, 14.409,1,  0.290295,      ,      ,0,  0.224895,      ,      ,0, 1,2M,Simbad,16 47 47.70,+29 30 50.4
238-0008398, ,    0.97,  -36.71, 12.254, 11.592, 11.431, 14.893,1, 12.116965,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,16 44 42.08,+33 34 21.3
238-0009305,x,   -5.34,  -49.58, 12.416, 11.797, 11.624, 14.579,1,  0.148275,      ,      ,0,  0.148275,      ,      ,0, 0,2M,Simbad,16 45 32.10,+30 07 47.3
239-0000221,X, -217.23,  350.76,  7.273,  6.710,  6.422, 11.340,0, 20.331688,      ,      ,0, 20.263417,      ,      ,0, 2,2M,Simbad,17 19 54.22,+26 30 03.0
239-0000357,X,  176.60,   95.10,  7.886,  7.299,  7.079, 11.830,1, 14.535344,      ,      ,0,  2.054559,      ,      ,0, 4,2M,Simbad,17 03 52.83,+32 11 45.6
